feature_set,n_features,n_clusters,silhouette_score,calinski_harabasz,davies_bouldin,smallest_cluster_pct,k2_skipped,grid_sample_n,eval_sample_n,winsor_lo,winsor_hi,algo_full_fit
all_features,149,3,-0.008004617287349396,523.8260604309679,5.862355394491213,32.11998485372319,True,60000,25000,0.005,0.995,MiniBatchKMeans
